category,categoryLabel,source,line,text
missions_events_relics,"Missions, events, relics, medals",assets,10798,Gana {0} medallas durante el evento Miel.
missions_events_relics,"Missions, events, relics, medals",assets,10799,Ganhe {0} medalhas durante o evento Mel
missions_events_relics,"Missions, events, relics, medals",assets,10806,Earn {0} medals during the Aurora event
missions_events_relics,"Missions, events, relics, medals",assets,10810,Guadagna {0} medaglie durante l'evento Aurora
missions_events_relics,"Missions, events, relics, medals",assets,10812,hrend des Aurora-Events
missions_events_relics,"Missions, events, relics, medals",assets,10813,Gana {0} medallas durante el evento Aurora.
missions_events_relics,"Missions, events, relics, medals",assets,10814,Ganhe {0} medalhas durante o evento Aurora
missions_events_relics,"Missions, events, relics, medals",assets,10821,Earn {0} medals during the Aurora event
missions_events_relics,"Missions, events, relics, medals",assets,10825,Guadagna {0} medaglie durante l'evento Aurora
missions_events_relics,"Missions, events, relics, medals",assets,10827,hrend des Aurora-Events
missions_events_relics,"Missions, events, relics, medals",assets,10828,Gana {0} medallas durante el evento Aurora.
missions_events_relics,"Missions, events, relics, medals",assets,10829,Ganhe {0} medalhas durante o evento Aurora
missions_events_relics,"Missions, events, relics, medals",assets,10836,Earn {0} medals during the Aliens event
missions_events_relics,"Missions, events, relics, medals",assets,10840,Guadagna {0} medaglie durante l'evento Alieni
missions_events_relics,"Missions, events, relics, medals",assets,10842,hrend des Aliens-Events
missions_events_relics,"Missions, events, relics, medals",assets,10843,Gana {0} medallas durante el evento Alien
missions_events_relics,"Missions, events, relics, medals",assets,10845,Ganhe {0} medalhas durante o evento Aliens
missions_events_relics,"Missions, events, relics, medals",assets,10852,Earn {0} medals during the Aliens event
missions_events_relics,"Missions, events, relics, medals",assets,10856,Guadagna {0} medaglie durante l'evento Alieni
missions_events_relics,"Missions, events, relics, medals",assets,10858,hrend des Aliens-Events
missions_events_relics,"Missions, events, relics, medals",assets,10859,Gana {0} medallas durante el evento Alien
missions_events_relics,"Missions, events, relics, medals",assets,10861,Ganhe {0} medalhas durante o evento Aliens
missions_events_relics,"Missions, events, relics, medals",assets,11214,All Relic bonuses are stacking
missions_events_relics,"Missions, events, relics, medals",assets,11225,RELICS
missions_events_relics,"Missions, events, relics, medals",assets,11340,Earn {0} medals during the Sands of Time event
missions_events_relics,"Missions, events, relics, medals",assets,11344,Guadagna {0} medaglie durante l'evento Sabbie del tempo
missions_events_relics,"Missions, events, relics, medals",assets,11348,-Events
missions_events_relics,"Missions, events, relics, medals",assets,11349,Gana {0} medallas durante el evento Arenas del tiempo.
missions_events_relics,"Missions, events, relics, medals",assets,11350,Ganhe {0} medalhas durante o evento Areias do Tempo
missions_events_relics,"Missions, events, relics, medals",assets,11449,Earn {0} medals during the Halloween event
missions_events_relics,"Missions, events, relics, medals",assets,11453,Guadagna {0} medaglie durante l'evento Halloween4
missions_events_relics,"Missions, events, relics, medals",assets,11455,hrend des Halloween-Events1
missions_events_relics,"Missions, events, relics, medals",assets,11456,Gana {0} medallas durante el evento de Halloween.
missions_events_relics,"Missions, events, relics, medals",assets,11457,Ganhe {0} medalhas durante o evento Dia das Bruxas
missions_events_relics,"Missions, events, relics, medals",assets,11464,Earn {0} medals during the Cherry Blossom event
missions_events_relics,"Missions, events, relics, medals",assets,11468,Guadagna {0} medaglie durante l'evento Bocciolo di ciliegio
missions_events_relics,"Missions, events, relics, medals",assets,11471,te-Events
missions_events_relics,"Missions, events, relics, medals",assets,11472,Gana {0} medallas durante el evento Flor de cerezo.
missions_events_relics,"Missions, events, relics, medals",assets,11473,Ganhe {0} medalhas durante o evento Flor de Cerejeira
missions_events_relics,"Missions, events, relics, medals",assets,11712,Earn {0} medals during the Autumn event
missions_events_relics,"Missions, events, relics, medals",assets,11716,Guadagna {0} medaglie durante l'evento Autunno
missions_events_relics,"Missions, events, relics, medals",assets,11718,hrend des Herbst-Events
missions_events_relics,"Missions, events, relics, medals",assets,11719,Gana {0} medallas durante el evento Oto
missions_events_relics,"Missions, events, relics, medals",assets,11720,Ganhe {0} medalhas durante o evento Outono
missions_events_relics,"Missions, events, relics, medals",assets,11864,New Rare Relic
missions_events_relics,"Missions, events, relics, medals",assets,11872,New Epic Relic
missions_events_relics,"Missions, events, relics, medals",assets,11883,New Legendary Relic
missions_events_relics,"Missions, events, relics, medals",assets,12536,Reach wave {0} without any card equipped on tier {1} or above
missions_events_relics,"Missions, events, relics, medals",assets,12553,Event reward
missions_events_relics,"Missions, events, relics, medals",assets,12556,Ricompensa dell'evento
missions_events_relics,"Missions, events, relics, medals",assets,12557,Event-Belohnung
missions_events_relics,"Missions, events, relics, medals",assets,12558,Recompensa de evento
missions_events_relics,"Missions, events, relics, medals",assets,12559,Recompensa do evento
missions_events_relics,"Missions, events, relics, medals",assets,12561,Here are the medals of missions that you completed but have not claimed from last event
missions_events_relics,"Missions, events, relics, medals",assets,12563,dailles des missions que vous avez termin
missions_events_relics,"Missions, events, relics, medals",assets,12567,Ecco le medaglie di missioni che hai completato ma non rivendicato dall'ultimo evento
missions_events_relics,"Missions, events, relics, medals",assets,12568,"Hier sind die Medaillen von Missionen, die du abgeschlossen hast, aber im letzten Event nicht abgeholt hast"
missions_events_relics,"Missions, events, relics, medals",assets,12570,ltimo evento.
missions_events_relics,"Missions, events, relics, medals",assets,12576,ltimo evento
missions_events_relics,"Missions, events, relics, medals",assets,12578,EVENT
missions_events_relics,"Missions, events, relics, medals",assets,12580,EVENTO
missions_events_relics,"Missions, events, relics, medals",assets,12581,EVENT
missions_events_relics,"Missions, events, relics, medals",assets,12582,EVENTO
missions_events_relics,"Missions, events, relics, medals",assets,12583,EVENTO
missions_events_relics,"Missions, events, relics, medals",assets,12585,New missions in {0}
missions_events_relics,"Missions, events, relics, medals",assets,12586,Nouvelles missions dans {0}
missions_events_relics,"Missions, events, relics, medals",assets,12712,Relic
missions_events_relics,"Missions, events, relics, medals",assets,12726,Are you sure you want to purchase this relic?
missions_events_relics,"Missions, events, relics, medals",assets,12777,Earn {0} medals during the Retro Arcade event
missions_events_relics,"Missions, events, relics, medals",assets,12782,Guadagna {0} medaglie durante l'evento Retro Arcade
missions_events_relics,"Missions, events, relics, medals",assets,12784,hrend des Retro-Arcade-Events
missions_events_relics,"Missions, events, relics, medals",assets,12785,Gana {0} medallas durante el evento Arcade retro.
missions_events_relics,"Missions, events, relics, medals",assets,12786,Ganhe {0} medalhas durante o evento Fliperama Retr
missions_events_relics,"Missions, events, relics, medals",assets,13404,Earn {0} medals during the New Year event
missions_events_relics,"Missions, events, relics, medals",assets,13408,Guadagna {0} medaglie durante l'evento Capodanno3
missions_events_relics,"Missions, events, relics, medals",assets,13410,hrend des Neujahrs-Events
missions_events_relics,"Missions, events, relics, medals",assets,13411,Gana {0} medallas durante el evento A
missions_events_relics,"Missions, events, relics, medals",assets,13413,Ganhe medalhas {0} durante o evento Ano-novo9
missions_events_relics,"Missions, events, relics, medals",assets,13555,"You can obtain shards shattering modules that you don't want, completing daily missions or purchasing in the event store"
missions_events_relics,"Missions, events, relics, medals",assets,13557,"truisant des modules dont vous ne voulez pas, en terminant des missions quotidiennes ou en les achetant"
missions_events_relics,"Missions, events, relics, medals",assets,13560,"possibile ottenere frammenti di moduli rompendo i moduli che non desideri, completando missioni quotidiane o acquistandoli nel negozio eventi"
missions_events_relics,"Missions, events, relics, medals",assets,13563,t oder im Event-Shop einkaufst
missions_events_relics,"Missions, events, relics, medals",assets,13566,ndolas en la tienda del evento.
missions_events_relics,"Missions, events, relics, medals",assets,13572,rias ou adquiri-los na loja de eventos
missions_events_relics,"Missions, events, relics, medals",assets,14135,gliche Missionsscherben
missions_events_relics,"Missions, events, relics, medals",assets,14184,compenses des missions quotidiennes.
missions_events_relics,"Missions, events, relics, medals",assets,14187,glichen Missionsbelohnungen.
missions_events_relics,"Missions, events, relics, medals",assets,14261,Earn {0} medals during the Retrowave event
missions_events_relics,"Missions, events, relics, medals",assets,14265,Guadagna {0} medaglie durante l'evento Retrowave4
missions_events_relics,"Missions, events, relics, medals",assets,14267,hrend des Retrowave-Events.
missions_events_relics,"Missions, events, relics, medals",assets,14268,Gana {0} medallas durante el evento Retrowave.
missions_events_relics,"Missions, events, relics, medals",assets,14269,Ganhe {0} medalhas durante o evento Onda Retr
missions_events_relics,"Missions, events, relics, medals",assets,14306,Earn {0} medals during the Dark Strands event
missions_events_relics,"Missions, events, relics, medals",assets,14311,Guadagna {0} medaglie durante l'evento Fili oscuri
missions_events_relics,"Missions, events, relics, medals",assets,14315,-Events3
missions_events_relics,"Missions, events, relics, medals",assets,14316,Gana {0} medallas durante el evento Hebras oscuras.
missions_events_relics,"Missions, events, relics, medals",assets,14317,Ganhe {0} medalhas durante o evento Fios EscurosN
missions_events_relics,"Missions, events, relics, medals",assets,14364,Earn {0} medals during the Deep Blue Sea event
missions_events_relics,"Missions, events, relics, medals",assets,14368,Guadagna {0} medaglie durante l'evento Mare blu intenso
missions_events_relics,"Missions, events, relics, medals",assets,14372,-Events9
missions_events_relics,"Missions, events, relics, medals",assets,14374,medallas durante el evento Azul y profundo mar.
missions_events_relics,"Missions, events, relics, medals",assets,14375,Ganhe {0} medalhas durante o evento Mar Azul Profundo
missions_events_relics,"Missions, events, relics, medals",assets,14424,Earn {0} medals during the Faster Than Light event
missions_events_relics,"Missions, events, relics, medals",assets,14428,Guadagna {0} medaglie durante l'evento Velocit
missions_events_relics,"Missions, events, relics, medals",assets,14433,-Events4
missions_events_relics,"Missions, events, relics, medals",assets,14435,medallas durante el evento Superlum
missions_events_relics,"Missions, events, relics, medals",assets,14437,Ganhe {0} medalhas durante o evento Mais R
missions_events_relics,"Missions, events, relics, medals",assets,14444,Earn {0} medals during the Ocean Night event=
missions_events_relics,"Missions, events, relics, medals",assets,14449,Guadagna {0} medaglie durante l'evento Notte oceanica
missions_events_relics,"Missions, events, relics, medals",assets,14451,hrend des Meeresnacht-Events
missions_events_relics,"Missions, events, relics, medals",assets,14453,medallas durante el evento Noche oce
missions_events_relics,"Missions, events, relics, medals",assets,14455,Ganhe {0} medalhas durante o evento Noite do Oceano
missions_events_relics,"Missions, events, relics, medals",assets,14544,Relancer les missions quotidiennes
missions_events_relics,"Missions, events, relics, medals",assets,14596,Daily Missions can be reset for 5 gems
missions_events_relics,"Missions, events, relics, medals",assets,14598,initialiser les missions quotidiennes en d
missions_events_relics,"Missions, events, relics, medals",assets,15553,Earn {0} medals during the Invaders event
missions_events_relics,"Missions, events, relics, medals",assets,15557,Guadagna {0} medaglie durante l'evento Invasori
missions_events_relics,"Missions, events, relics, medals",assets,15559,hrend des Invader-Events
missions_events_relics,"Missions, events, relics, medals",assets,15561,medallas durante el evento Invasores.
missions_events_relics,"Missions, events, relics, medals",assets,15562,Ganhe {0} medalhas durante o evento Invasores
missions_events_relics,"Missions, events, relics, medals",assets,15669,Earn {0} medals during the Prismatic Lines eventA
missions_events_relics,"Missions, events, relics, medals",assets,15673,Guadagna {0} medaglie durante l'evento Linee prismaticheC
missions_events_relics,"Missions, events, relics, medals",assets,15677,-Events
missions_events_relics,"Missions, events, relics, medals",assets,15679,medallas durante el evento L
missions_events_relics,"Missions, events, relics, medals",assets,15682,Ganhe {0} medalhas durante o evento Linhas Prism
missions_events_relics,"Missions, events, relics, medals",assets,15689,Earn {0} medals during the Cobweb event
missions_events_relics,"Missions, events, relics, medals",assets,15693,Guadagna {0} medaglie durante l'evento Ragnatela5
missions_events_relics,"Missions, events, relics, medals",assets,15695,hren des Spinnennetz-Events
missions_events_relics,"Missions, events, relics, medals",assets,15697,medallas durante el evento Telara
missions_events_relics,"Missions, events, relics, medals",assets,15698,Ganhe {0} medalhas durante o evento Teia de Aranha
missions_events_relics,"Missions, events, relics, medals",assets,15704,Earn {0} medals during the Matrix event
missions_events_relics,"Missions, events, relics, medals",assets,15708,Guadagna {0} medaglie durante l'evento Matrice
missions_events_relics,"Missions, events, relics, medals",assets,15710,"hren des Matrix-Events,"
missions_events_relics,"Missions, events, relics, medals",assets,15712,medallas durante el evento Matriz.*
missions_events_relics,"Missions, events, relics, medals",assets,15713,Ganhe {0} medalhas durante o evento Matrix
missions_events_relics,"Missions, events, relics, medals",assets,15719,Earn {0} medals during the Mountain Night event
missions_events_relics,"Missions, events, relics, medals",assets,15723,Guadagna {0} medaglie durante l'evento Notte montana3
missions_events_relics,"Missions, events, relics, medals",assets,15725,hren des Bergnacht-Events
missions_events_relics,"Missions, events, relics, medals",assets,15727,medallas durante el evento Noche en la monta
missions_events_relics,"Missions, events, relics, medals",assets,15728,Ganhe {0} medalhas durante o evento Noite da Montanha
missions_events_relics,"Missions, events, relics, medals",assets,15746,Earn {0} medals during the Sunset Fishing event
missions_events_relics,"Missions, events, relics, medals",assets,15751,Guadagna {0} medaglie durante l'evento Pesca al tramonto@
missions_events_relics,"Missions, events, relics, medals",assets,15753,hren des Sonnenuntergangsangeln-Events8
missions_events_relics,"Missions, events, relics, medals",assets,15755,medallas durante el evento Pesca al anochecer.3
missions_events_relics,"Missions, events, relics, medals",assets,15756,Ganhe {0} medalhas durante o evento Pesca ao Poente
missions_events_relics,"Missions, events, relics, medals",assets,15942,New Relic Unlocked!
missions_events_relics,"Missions, events, relics, medals",assets,16014,Earn {0} medals during the Rainfall event
missions_events_relics,"Missions, events, relics, medals",assets,16018,Guadagna {0} medaglie durante l'evento Pioggia
missions_events_relics,"Missions, events, relics, medals",assets,16020,hren des Regen-Events
missions_events_relics,"Missions, events, relics, medals",assets,16022,medallas durante el evento Aguacero.
missions_events_relics,"Missions, events, relics, medals",assets,16023,Ganhe {0} medalhas durante o evento Chuva
missions_events_relics,"Missions, events, relics, medals",assets,16029,Earn {0} medals during the Into the Storm event
missions_events_relics,"Missions, events, relics, medals",assets,16033,Guadagna {0} medaglie durante l'evento Nella tempesta
missions_events_relics,"Missions, events, relics, medals",assets,16037,-Events;
missions_events_relics,"Missions, events, relics, medals",assets,16039,medallas durante el evento Dentro de la tormenta.
missions_events_relics,"Missions, events, relics, medals",assets,16040,Ganhe {0} medalhas durante o evento Na Tempestade
missions_events_relics,"Missions, events, relics, medals",assets,16297,Earn {0} medals during the Tower's Channel event0
missions_events_relics,"Missions, events, relics, medals",assets,16301,Guadagna {0} medaglie durante l'evento TV
missions_events_relics,"Missions, events, relics, medals",assets,16303,hren des TV-Events1
missions_events_relics,"Missions, events, relics, medals",assets,16305,medallas durante el evento Televisi
missions_events_relics,"Missions, events, relics, medals",assets,16306,Ganhe {0} medalhas durante o evento TV
missions_events_relics,"Missions, events, relics, medals",assets,16767,Unlock Event
missions_events_relics,"Missions, events, relics, medals",assets,16770,Sblocca evento
missions_events_relics,"Missions, events, relics, medals",assets,16771,Event freischalten
missions_events_relics,"Missions, events, relics, medals",assets,16772,Desbloquear evento
missions_events_relics,"Missions, events, relics, medals",assets,16773,Desbloquear Evento
missions_events_relics,"Missions, events, relics, medals",assets,16979,Daily Missions are full!
missions_events_relics,"Missions, events, relics, medals",assets,16981,Les missions quotidiennes sont compl
missions_events_relics,"Missions, events, relics, medals",assets,17288,Earn {0} medals during the Interstellar event
missions_events_relics,"Missions, events, relics, medals",assets,17292,Guadagna {0} medaglie durante l'evento Interstellare6
missions_events_relics,"Missions, events, relics, medals",assets,17294,hren des Interstellar-Events
missions_events_relics,"Missions, events, relics, medals",assets,17296,medallas durante el evento Interestelar.
missions_events_relics,"Missions, events, relics, medals",assets,17297,Ganhe {0} medalhas durante o evento InterestelarT
missions_events_relics,"Missions, events, relics, medals",assets,17303,Earn {0} medals during the Volcano event4
missions_events_relics,"Missions, events, relics, medals",assets,17307,Guadagna {0} medaglie durante l'evento Vulcano
missions_events_relics,"Missions, events, relics, medals",assets,17309,hren des Vulkan-Events-
missions_events_relics,"Missions, events, relics, medals",assets,17311,medallas durante el evento Volc
missions_events_relics,"Missions, events, relics, medals",assets,17312,Ganhe {0} medalhas durante o evento Vulc
missions_events_relics,"Missions, events, relics, medals",assets,17666,EVENT BOOST
missions_events_relics,"Missions, events, relics, medals",assets,17669,PROMOZIONE DELL'EVENTO
missions_events_relics,"Missions, events, relics, medals",assets,17670,EVENT-BOOST
missions_events_relics,"Missions, events, relics, medals",assets,17671,POTENCIADOR DE EVENTO
missions_events_relics,"Missions, events, relics, medals",assets,17673,O DE EVENTO
missions_events_relics,"Missions, events, relics, medals",assets,17675,x2 medals for missions during this event and 250 gems. Also awards missed medals from completed missions
missions_events_relics,"Missions, events, relics, medals",assets,17676,dailles x2 pour les missions de cet
missions_events_relics,"Missions, events, relics, medals",assets,17680,dailles manquantes des missions termin
missions_events_relics,"Missions, events, relics, medals",assets,17681,"Medaglie x2 per le missioni di questo evento e 250 gemme. Inoltre, assegna le medaglie mancate dalle missioni completate."
missions_events_relics,"Missions, events, relics, medals",assets,17683,r Missionen in diesem Event und 250 Edelsteine. Verleiht au
missions_events_relics,"Missions, events, relics, medals",assets,17685,El doble de medallas en las misiones de este evento y 250
missions_events_relics,"Missions, events, relics, medals",assets,17689,es neste evento e 250 joias. Tamb
missions_events_relics,"Missions, events, relics, medals",assets,18130,"All bot upgrades will be reset, and you will receive back all medals spent"
missions_events_relics,"Missions, events, relics, medals",assets,18150,You may respec bots a maximum of once per event
missions_events_relics,"Missions, events, relics, medals",assets,18154,Puoi riconfigurare i bot una sola volta per evento
missions_events_relics,"Missions, events, relics, medals",assets,18155,Du kannst Bots maximal einmal pro Event neu verteilen.
missions_events_relics,"Missions, events, relics, medals",assets,18156,Puedes reespecificar los bots una vez por evento como m
missions_events_relics,"Missions, events, relics, medals",assets,18158,pode realocar as melhorias dos bots uma vez por evento no m
missions_events_relics,"Missions, events, relics, medals",assets,18185,Earn {0} medals during the Abduction event
missions_events_relics,"Missions, events, relics, medals",assets,18190,Guadagna {0} medaglie durante l'evento Rapimento7
missions_events_relics,"Missions, events, relics, medals",assets,18193,hrungs-Events
missions_events_relics,"Missions, events, relics, medals",assets,18195,medallas durante el evento Abducci
missions_events_relics,"Missions, events, relics, medals",assets,18196,Ganhe {0} medalhas durante o evento Abdu
missions_events_relics,"Missions, events, relics, medals",assets,21135,Relics Bonus
missions_events_relics,"Missions, events, relics, medals",assets,21205,Reach wave {0} without any card equipped on tier {1} or above
missions_events_relics,"Missions, events, relics, medals",assets,21491,EVENT BOOST + GEMS + RELICS
missions_events_relics,"Missions, events, relics, medals",assets,21494,PROMOZIONE DELL'EVENTO + GEMME + RELIQUIE
missions_events_relics,"Missions, events, relics, medals",assets,21495,EVENT-BOOST + EDELSTEINE + RELIKTE
missions_events_relics,"Missions, events, relics, medals",assets,21496,POTENCIADOR DE EVENTO + GEMAS + RELIQUIAS
missions_events_relics,"Missions, events, relics, medals",assets,21498,O DE EVENTO + JOIAS + REL
missions_events_relics,"Missions, events, relics, medals",assets,21501,x2 medals for missions during this event and access to 2 unique relics plus 250 gems immediately. Also awards x2 medals from already completed missions
missions_events_relics,"Missions, events, relics, medals",assets,21502,dailles x2 pour les missions de cet
missions_events_relics,"Missions, events, relics, medals",assets,21511,dailles pour les missions d
missions_events_relics,"Missions, events, relics, medals",assets,21513,Medaglie x2 per le missioni di questo evento e accesso a 2 reliquie esclusive pi
missions_events_relics,"Missions, events, relics, medals",assets,21518,r Missionen in diesem Event und Zugriff auf 2 einzigartige Relikte plus 250 Edelsteine. Verleiht au
missions_events_relics,"Missions, events, relics, medals",assets,21521,"El doble de medallas en las misiones de este evento, acceso a 2"
missions_events_relics,"Missions, events, relics, medals",assets,21527,es neste evento e acesso a 2 rel
missions_events_relics,"Missions, events, relics, medals",assets,22487,Earn {0} medals during the Snowstorm event
missions_events_relics,"Missions, events, relics, medals",assets,22492,Guadagna {0} medaglie durante l'evento Tempesta di neve
missions_events_relics,"Missions, events, relics, medals",assets,22494,hren des Schneesturm-Events
missions_events_relics,"Missions, events, relics, medals",assets,22496,medallas durante el evento Tormenta de nieve.
missions_events_relics,"Missions, events, relics, medals",assets,22497,Ganhe {0} medalhas durante o evento Nevasca
missions_events_relics,"Missions, events, relics, medals",assets,22516,Earn {0} medals during the Cherry Blossom event
missions_events_relics,"Missions, events, relics, medals",assets,22520,Guadagna {0} medaglie durante l'evento Bocciolo di ciliegio
missions_events_relics,"Missions, events, relics, medals",assets,22523,te-Events
missions_events_relics,"Missions, events, relics, medals",assets,22525,medallas durante el evento Flor de cerezo.5
missions_events_relics,"Missions, events, relics, medals",assets,22526,Ganhe {0} medalhas durante o evento Flor de Cerejeira
missions_events_relics,"Missions, events, relics, medals",assets,23215,Event Horizon
missions_events_relics,"Missions, events, relics, medals",assets,23218,Orizzonte degli eventi
missions_events_relics,"Missions, events, relics, medals",assets,23221,Horizonte de Evento
missions_events_relics,"Missions, events, relics, medals",assets,23378,Earn {0} medals during the Meowy Night eventA
missions_events_relics,"Missions, events, relics, medals",assets,23382,Guadagna {0} medaglie durante l'evento Notte miagolosa
missions_events_relics,"Missions, events, relics, medals",assets,23384,hren des Miau-Nacht-Events2
missions_events_relics,"Missions, events, relics, medals",assets,23386,medallas durante el evento Noche felina.
missions_events_relics,"Missions, events, relics, medals",assets,23387,Ganhe {0} medalhas durante o evento Noite FelinaE
missions_events_relics,"Missions, events, relics, medals",assets,23393,Earn {0} medals during the New Year event
missions_events_relics,"Missions, events, relics, medals",assets,23397,Guadagna {0} medaglie durante l'evento Capodanno3
missions_events_relics,"Missions, events, relics, medals",assets,23399,hrend des Neujahrs-Events
missions_events_relics,"Missions, events, relics, medals",assets,23401,medallas durante el evento A
missions_events_relics,"Missions, events, relics, medals",assets,23403,Ganhe medalhas {0} durante o evento Ano-novoB
missions_events_relics,"Missions, events, relics, medals",assets,23409,Earn {0} medals during the Gravity event6
missions_events_relics,"Missions, events, relics, medals",assets,23413,Guadagna {0} medaglie durante l'evento Gravit
missions_events_relics,"Missions, events, relics, medals",assets,23415,hren des Schwerkraft-Events
missions_events_relics,"Missions, events, relics, medals",assets,23417,medallas durante el evento Gravedad.
missions_events_relics,"Missions, events, relics, medals",assets,23418,Ganhe {0} medalhas durante o evento Gravidade
missions_events_relics,"Missions, events, relics, medals",assets,23424,Earn {0} medals during the Deep Sea event
missions_events_relics,"Missions, events, relics, medals",assets,23428,Guadagna {0} medaglie durante l'evento Mare profondo1
missions_events_relics,"Missions, events, relics, medals",assets,23430,hren des Tiefsee-Events
missions_events_relics,"Missions, events, relics, medals",assets,23432,medallas durante el evento Profundidades marinas.
missions_events_relics,"Missions, events, relics, medals",assets,23433,Ganhe {0} medalhas durante o evento Mar ProfundoB
missions_events_relics,"Missions, events, relics, medals",assets,23439,Earn {0} medals during the Dark Strands event
missions_events_relics,"Missions, events, relics, medals",assets,23444,Guadagna {0} medaglie durante l'evento Fili oscuri
missions_events_relics,"Missions, events, relics, medals",assets,23448,-Events4
missions_events_relics,"Missions, events, relics, medals",assets,23450,medallas durante el evento Hebras oscuras.0
missions_events_relics,"Missions, events, relics, medals",assets,23451,Ganhe {0} medalhas durante o evento Fios EscurosT
missions_events_relics,"Missions, events, relics, medals",assets,23457,Earn {0} medals during the What Time Is It eventD
missions_events_relics,"Missions, events, relics, medals",assets,23461,Guadagna {0} medaglie durante l'evento Che ora
missions_events_relics,"Missions, events, relics, medals",assets,23466,-Events4
missions_events_relics,"Missions, events, relics, medals",assets,23468,medallas durante el evento
missions_events_relics,"Missions, events, relics, medals",assets,23470,Ganhe {0} medalhas durante o evento Que Horas S
missions_events_relics,"Missions, events, relics, medals",assets,23476,Earn {0} medals during the Faster Than Light event
missions_events_relics,"Missions, events, relics, medals",assets,23480,Guadagna {0} medaglie durante l'evento Velocit
missions_events_relics,"Missions, events, relics, medals",assets,23485,-Events4
missions_events_relics,"Missions, events, relics, medals",assets,23487,medallas durante el evento Superlum
missions_events_relics,"Missions, events, relics, medals",assets,23489,Ganhe {0} medalhas durante o evento Mais R
missions_events_relics,"Missions, events, relics, medals",assets,23496,Earn {0} medals during the Invaders event
missions_events_relics,"Missions, events, relics, medals",assets,23500,Guadagna {0} medaglie durante l'evento Invasori
missions_events_relics,"Missions, events, relics, medals",assets,23502,hrend des Invader-Events
missions_events_relics,"Missions, events, relics, medals",assets,23504,medallas durante el evento Invasores.
missions_events_relics,"Missions, events, relics, medals",assets,23505,Ganhe {0} medalhas durante o evento Invasores
missions_events_relics,"Missions, events, relics, medals",assets,25939,glichen Missionsscherben
missions_events_relics,"Missions, events, relics, medals",assets,25945,Set the shard type reward for daily missionsD
missions_events_relics,"Missions, events, relics, medals",assets,25946,finit le type de fragments obtenu dans les missions quotidiennes.I
missions_events_relics,"Missions, events, relics, medals",assets,26424,You need {0} medals to switch presets
missions_events_relics,"Missions, events, relics, medals",assets,26438,NOT ENOUGH MEDALS
missions_events_relics,"Missions, events, relics, medals",assets,26473,Set the shard type rewarded for completing daily missions
missions_events_relics,"Missions, events, relics, medals",assets,26474,finit le type de fragments obtenu en terminant les missions quotidiennes.]
missions_events_relics,"Missions, events, relics, medals",assets,26514,x2 medals for missions during this event and 250 gems. Also awards missed medals from completed missions
missions_events_relics,"Missions, events, relics, medals",assets,26515,dailles x2 pour les missions de cet
missions_events_relics,"Missions, events, relics, medals",assets,26519,dailles manquantes des missions termin
missions_events_relics,"Missions, events, relics, medals",assets,26520,"Medaglie x2 per le missioni di questo evento e 250 gemme. Inoltre, assegna le medaglie mancate dalle missioni completate."
missions_events_relics,"Missions, events, relics, medals",assets,26522,r Missionen in diesem Event und 250 Edelsteine. Verleiht au
missions_events_relics,"Missions, events, relics, medals",assets,26524,El doble de medallas en las misiones de este evento y 250
missions_events_relics,"Missions, events, relics, medals",assets,26528,es neste evento e 250 joias. Tamb
missions_events_relics,"Missions, events, relics, medals",assets,26922,"Tower Guardian retrieves hidden loot (Coins, Gems, Medals, Shards, Modules).r"
missions_events_relics,"Missions, events, relics, medals",assets,27200,Earn {0} medals during the Easter event
missions_events_relics,"Missions, events, relics, medals",assets,27205,Guadagna {0} medaglie durante l'evento di Pasqua.
missions_events_relics,"Missions, events, relics, medals",assets,27207,"hrend des Oster-Events,"
missions_events_relics,"Missions, events, relics, medals",assets,27209,medallas durante el evento Pascua.+
missions_events_relics,"Missions, events, relics, medals",assets,27210,Ganhe {0} medalhas durante o evento P
missions_events_relics,"Missions, events, relics, medals",assets,27217,Earn {0} medals during the Pi event
missions_events_relics,"Missions, events, relics, medals",assets,27221,Guadagna {0} medaglie durante l'evento Pi.
missions_events_relics,"Missions, events, relics, medals",assets,27223,hrend des Pi-Events
missions_events_relics,"Missions, events, relics, medals",assets,27225,medallas durante el evento Pi.&
missions_events_relics,"Missions, events, relics, medals",assets,27226,Ganhe {0} medalhas durante o evento Pi
missions_events_relics,"Missions, events, relics, medals",assets,27638,Medals
missions_events_relics,"Missions, events, relics, medals",assets,28313,Earn {0} medals during the Koi Pond event
missions_events_relics,"Missions, events, relics, medals",assets,28319,Guadagna {0} medaglie durante l'evento Stagno di Koi.
missions_events_relics,"Missions, events, relics, medals",assets,28321,hrend des Koi-Teich-Events.
missions_events_relics,"Missions, events, relics, medals",assets,28323,medallas durante el evento Estanque de koi.
missions_events_relics,"Missions, events, relics, medals",assets,28324,Ganhe {0} medalhas durante o evento Lago de Carpas
missions_events_relics,"Missions, events, relics, medals",assets,28330,Earn {0} medals during the Camping event5
missions_events_relics,"Missions, events, relics, medals",assets,28334,Guadagna {0} medaglie durante l'evento Campeggio.
missions_events_relics,"Missions, events, relics, medals",assets,28336,hrend des Camping-Events.
missions_events_relics,"Missions, events, relics, medals",assets,28338,medallas durante el evento Acampada.
missions_events_relics,"Missions, events, relics, medals",assets,28339,Ganhe {0} medalhas durante o evento Acampamento
missions_events_relics,"Missions, events, relics, medals",assets,28345,Earn {0} medals during the Cthulhu event5
