source,line,kind,text
metadata,8766,metadata-symbol,get_DeathWaveDamage
metadata,8767,metadata-symbol,set_DeathWaveDamage
metadata,8768,metadata-symbol,get_TaggedByDeathwave
metadata,8769,metadata-symbol,set_TaggedByDeathwave
metadata,8812,metadata-symbol,get_WavesSkipped
metadata,8813,metadata-symbol,set_WavesSkipped
metadata,8820,metadata-symbol,get_LargestWaveSkip
metadata,8821,metadata-symbol,set_LargestWaveSkip
metadata,8822,metadata-symbol,get_MostCoinsFromWaveSkip
metadata,8823,metadata-symbol,set_MostCoinsFromWaveSkip
metadata,8824,metadata-symbol,get_MostCellsFromWaveSkip
metadata,8825,metadata-symbol,set_MostCellsFromWaveSkip
metadata,8848,metadata-symbol,get_CoinsFromDeathWave
metadata,8849,metadata-symbol,set_CoinsFromDeathWave
metadata,8878,metadata-symbol,get_TotalBoss
metadata,8879,metadata-symbol,set_TotalBoss
metadata,8882,metadata-symbol,get_TotalElites
metadata,8883,metadata-symbol,set_TotalElites
metadata,8956,metadata-symbol,get_DissonanceType
metadata,8957,metadata-symbol,set_DissonanceType
metadata,8964,metadata-symbol,coinsEarnedWaveSkip
metadata,8984,metadata-symbol,hpFromDeathWave
metadata,8991,metadata-symbol,deathWaveDamage
metadata,8992,metadata-symbol,taggedByDeathwave
metadata,9003,metadata-symbol,largestWaveSkip
metadata,9004,metadata-symbol,mostCoinsFromWaveSkip
metadata,9005,metadata-symbol,mostCellsFromWaveSkip
metadata,9017,metadata-symbol,coinsFromDeathWave
metadata,9032,metadata-symbol,totalBoss
metadata,9034,metadata-symbol,totalElites
metadata,9077,metadata-symbol,Wave
metadata,9103,metadata-symbol,HealthFromDeathWaveThisRound
metadata,9113,metadata-symbol,DeathWaveDamage
metadata,9114,metadata-symbol,TaggedByDeathwave
metadata,9134,metadata-symbol,WavesSkipped
metadata,9138,metadata-symbol,LargestWaveSkip
metadata,9139,metadata-symbol,MostCoinsFromWaveSkip
metadata,9140,metadata-symbol,MostCellsFromWaveSkip
metadata,9152,metadata-symbol,CoinsFromDeathWave
metadata,9167,metadata-symbol,TotalBoss
metadata,9169,metadata-symbol,TotalElites
metadata,9220,metadata-symbol,get_DeathWaveAmount
metadata,9221,metadata-symbol,set_DeathWaveAmount
metadata,9262,metadata-symbol,get_DiedToBoss
metadata,9263,metadata-symbol,set_DiedToBoss
metadata,9288,metadata-symbol,get_KilledBoss
metadata,9289,metadata-symbol,set_KilledBoss
metadata,9308,metadata-symbol,get_GameWavesSkippedCard
metadata,9309,metadata-symbol,set_GameWavesSkippedCard
metadata,9310,metadata-symbol,get_GameWavesSkippedIS
metadata,9311,metadata-symbol,set_GameWavesSkippedIS
metadata,9312,metadata-symbol,get_GameWavesCleared
metadata,9313,metadata-symbol,set_GameWavesCleared
metadata,9338,metadata-symbol,deathWaveAmount
metadata,9359,metadata-symbol,diedToBoss
metadata,9372,metadata-symbol,killedBoss
metadata,9382,metadata-symbol,gameWavesSkippedCard
metadata,9383,metadata-symbol,gameWavesSkippedIS
metadata,9384,metadata-symbol,gameWavesCleared
metadata,9400,metadata-symbol,DeathWaveAmount
metadata,9421,metadata-symbol,DiedToBoss
metadata,9434,metadata-symbol,KilledBoss
metadata,9444,metadata-symbol,GameWavesSkippedCard
metadata,9445,metadata-symbol,GameWavesSkippedIS
metadata,9446,metadata-symbol,GameWavesCleared
metadata,9540,metadata-symbol,Milestone
metadata,9544,metadata-symbol,InitializeMilestone
metadata,9545,metadata-symbol,UpdateMilestone
metadata,9549,metadata-symbol,<UpdateMilestone>b__38_0
metadata,9550,metadata-symbol,<UpdateMilestone>b__38_1
metadata,9556,metadata-symbol,freeTierText
metadata,9568,metadata-symbol,premiumTierText
metadata,9581,metadata-symbol,_tier
metadata,9586,metadata-symbol,MilestoneManager
metadata,9587,metadata-symbol,add_MilestoneClaimed
metadata,9588,metadata-symbol,remove_MilestoneClaimed
metadata,9596,metadata-symbol,UpdateMilestones
metadata,9598,metadata-symbol,TestResetTierUnlock
metadata,9601,metadata-symbol,GetNecessaryWave
metadata,9604,metadata-symbol,IsPremiumUnlockedThisTier
metadata,9607,metadata-symbol,GetPremiumIndexFromTier
metadata,9611,metadata-symbol,milestonesButton
metadata,9627,metadata-symbol,milestonesPanel
metadata,9630,metadata-symbol,milestones
metadata,9631,metadata-symbol,currentWaveClickButton
metadata,9642,metadata-symbol,tierIcon
metadata,9652,metadata-symbol,tierColor
metadata,9668,metadata-symbol,tierAvailableCount
metadata,9670,metadata-symbol,selectedTier
metadata,9673,metadata-symbol,MilestoneClaimed
metadata,9676,metadata-symbol,MiniBossController
metadata,9678,metadata-symbol,InitializeMiniBossSpawns
metadata,9681,metadata-symbol,TryAddMiniBoss
metadata,9682,metadata-symbol,GetMiniBossChance
metadata,9683,metadata-symbol,GetRandomMiniBoss
metadata,9687,metadata-symbol,miniBossSetups
metadata,9688,metadata-symbol,tournamentMiniBossSetups
metadata,9689,metadata-symbol,miniBossDrops
metadata,9690,metadata-symbol,miniBossSpawns
metadata,9691,metadata-symbol,MiniBossSetup
metadata,9692,metadata-symbol,scalingWaves
metadata,9693,metadata-symbol,spawnChances
metadata,9695,metadata-symbol,MiniBossSpawnEntry
metadata,9696,metadata-symbol,secondMiniBossType
metadata,9697,metadata-symbol,MiniBossType
metadata,9704,metadata-symbol,get_TotalTiers
metadata,9705,metadata-symbol,get_CurrentTier
metadata,9714,metadata-symbol,tierRequirement
metadata,9717,metadata-symbol,TotalTiers
metadata,9718,metadata-symbol,CurrentTier
metadata,10323,metadata-symbol,get_ShockwaveSize
metadata,10324,metadata-symbol,get_ShockwaveFrequency
metadata,10330,metadata-symbol,get_CashPerWave
metadata,10332,metadata-symbol,get_CoinsPerWave
metadata,10336,metadata-symbol,get_InterestPerWave
metadata,10347,metadata-symbol,get_DeathWaveQuantity
metadata,10348,metadata-symbol,get_DeathWaveCooldown
metadata,10393,metadata-symbol,TryBossDrop
metadata,10398,metadata-symbol,TryEliteRerollShardsDrop
metadata,10401,metadata-symbol,GetNumberOfModuleShardsForFleets
metadata,10402,metadata-symbol,GetNumberOfRerollShardsForFleets
metadata,10403,metadata-symbol,spawnedWave
metadata,10404,metadata-symbol,TryFleetsDrop
metadata,10646,metadata-symbol,ShockwaveSize
metadata,10647,metadata-symbol,ShockwaveFrequency
metadata,10653,metadata-symbol,CashPerWave
metadata,10655,metadata-symbol,CoinsPerWave
metadata,10659,metadata-symbol,InterestPerWave
metadata,10669,metadata-symbol,DeathWaveQuantity
metadata,10670,metadata-symbol,DeathWaveCooldown
metadata,10801,metadata-symbol,Shockwave_Size
metadata,10802,metadata-symbol,Shockwave_Frequency
metadata,10810,metadata-symbol,Cash_Per_Wave
metadata,10812,metadata-symbol,Coins_Per_Wave
metadata,10816,metadata-symbol,Interest_Per_Wave
metadata,10828,metadata-symbol,Death_Wave_Damage
metadata,10829,metadata-symbol,Death_Wave_Quantity
metadata,10830,metadata-symbol,Death_Wave_Cooldown
metadata,10949,metadata-symbol,ShowBossDrop
metadata,11503,metadata-symbol,CalculateNextWaveToPick
metadata,11504,metadata-symbol,ApplyWaveBenefit
metadata,11506,metadata-symbol,GetTotalWavesUntil
metadata,11581,metadata-symbol,lastWaveToPick
metadata,11582,metadata-symbol,nextWaveToPick
metadata,11670,metadata-symbol,CheaterCheckMaxWave
metadata,11711,metadata-symbol,tempTier
metadata,11712,metadata-symbol,tempWave
metadata,12144,metadata-symbol,Tier1
metadata,12145,metadata-symbol,Tier2
metadata,12146,metadata-symbol,Tier3
metadata,12147,metadata-symbol,Tier4
metadata,12148,metadata-symbol,Tier5
metadata,12149,metadata-symbol,Tier6
metadata,12150,metadata-symbol,Tier7
metadata,12151,metadata-symbol,Tier8
metadata,12152,metadata-symbol,Tier9
metadata,12153,metadata-symbol,Tier10
metadata,12154,metadata-symbol,Tier11
metadata,12155,metadata-symbol,Tier12
metadata,12156,metadata-symbol,Tier13
metadata,12157,metadata-symbol,Tier14
metadata,12158,metadata-symbol,Tier15
metadata,12219,metadata-symbol,Tier16
metadata,12220,metadata-symbol,Tier17
metadata,12221,metadata-symbol,Tier18
metadata,12321,metadata-symbol,Tier19
metadata,12322,metadata-symbol,Tier20
metadata,12323,metadata-symbol,Tier21
metadata,12508,metadata-symbol,UpdateResumeRoundTierText
metadata,12510,metadata-symbol,UpdateResumeRoundWaveText
metadata,12512,metadata-symbol,resumeRoundTierText
metadata,12513,metadata-symbol,resumeRoundWaveText
metadata,12630,metadata-symbol,get_UpgradeTierUnlocked
metadata,12631,metadata-symbol,set_UpgradeTierUnlocked
metadata,12632,metadata-symbol,get_UpgradeDefenseTierUnlocked
metadata,12633,metadata-symbol,set_UpgradeDefenseTierUnlocked
metadata,12634,metadata-symbol,get_UpgradeUtilityTierUnlocked
metadata,12635,metadata-symbol,set_UpgradeUtilityTierUnlocked
metadata,12636,metadata-symbol,get_UpgradeAttackTierEverUnlocked
metadata,12637,metadata-symbol,set_UpgradeAttackTierEverUnlocked
metadata,12638,metadata-symbol,get_UpgradeDefenseTierEverUnlocked
metadata,12639,metadata-symbol,set_UpgradeDefenseTierEverUnlocked
metadata,12640,metadata-symbol,get_UpgradeUtilityTierEverUnlocked
metadata,12641,metadata-symbol,set_UpgradeUtilityTierEverUnlocked
metadata,12642,metadata-symbol,set_CurrentTier
metadata,12643,metadata-symbol,get_HighestWaveThisTier
metadata,12644,metadata-symbol,set_HighestWaveThisTier
metadata,12645,metadata-symbol,get_RoundsStartedThisTier
metadata,12646,metadata-symbol,set_RoundsStartedThisTier
metadata,12647,metadata-symbol,get_HighestCoinsEarnedThisTier
metadata,12648,metadata-symbol,set_HighestCoinsEarnedThisTier
metadata,12649,metadata-symbol,get_HighestCellsEarnedThisTier
metadata,12650,metadata-symbol,set_HighestCellsEarnedThisTier
metadata,12713,metadata-symbol,get_IsTestingHeat
metadata,12714,metadata-symbol,set_IsTestingHeat
metadata,12729,metadata-symbol,get_DeathWaveVFX
metadata,12730,metadata-symbol,set_DeathWaveVFX
metadata,12745,metadata-symbol,get_HitThisWave
metadata,12746,metadata-symbol,set_HitThisWave
metadata,12749,metadata-symbol,get_ELSDecayWavesUntilDecay
metadata,12750,metadata-symbol,set_ELSDecayWavesUntilDecay
metadata,12751,metadata-symbol,get_ELSDecayWasActiveLastWave
metadata,12752,metadata-symbol,set_ELSDecayWasActiveLastWave
metadata,12753,metadata-symbol,get_MoreEliteWavesUntilActive
metadata,12754,metadata-symbol,set_MoreEliteWavesUntilActive
metadata,12755,metadata-symbol,get_MoreFleetWavesUntilActive
metadata,12756,metadata-symbol,set_MoreFleetWavesUntilActive
metadata,12759,metadata-symbol,get_DamageDecayWavesUntilDecay
metadata,12760,metadata-symbol,set_DamageDecayWavesUntilDecay
metadata,12763,metadata-symbol,get_HealthDecayWavesUntilDecay
metadata,12764,metadata-symbol,set_HealthDecayWavesUntilDecay
metadata,12781,metadata-symbol,get_HitTextEliteCells
metadata,12782,metadata-symbol,set_HitTextEliteCells
metadata,12789,metadata-symbol,get_HitTextDeathWave
metadata,12790,metadata-symbol,set_HitTextDeathWave
metadata,12803,metadata-symbol,get_HitTextBoss
metadata,12804,metadata-symbol,set_HitTextBoss
metadata,12809,metadata-symbol,get_HitTextElites
metadata,12810,metadata-symbol,set_HitTextElites
metadata,12811,metadata-symbol,get_HitTextFleets
metadata,12812,metadata-symbol,set_HitTextFleets
metadata,12897,metadata-symbol,get_TotalCoinsEarnedFromWaves
metadata,12898,metadata-symbol,set_TotalCoinsEarnedFromWaves
metadata,12915,metadata-symbol,get_TotalWavesCompleted
metadata,12916,metadata-symbol,set_TotalWavesCompleted
metadata,12979,metadata-symbol,get_TotalEnemiesDestroyedBoss
metadata,12980,metadata-symbol,set_TotalEnemiesDestroyedBoss
metadata,12991,metadata-symbol,get_TotalDamageByDeathWave
metadata,12992,metadata-symbol,set_TotalDamageByDeathWave
metadata,13003,metadata-symbol,get_TotalWavesSkipped
metadata,13004,metadata-symbol,set_TotalWavesSkipped
metadata,13107,metadata-symbol,get_TotalDamageByDeathWaveThisRound
metadata,13108,metadata-symbol,set_TotalDamageByDeathWaveThisRound
metadata,13113,metadata-symbol,get_TotalEnemiesTaggedByDeathwaveThisRound
metadata,13114,metadata-symbol,set_TotalEnemiesTaggedByDeathwaveThisRound
metadata,13125,metadata-symbol,get_OverheatFirstTimeBool
metadata,13126,metadata-symbol,set_OverheatFirstTimeBool
metadata,13147,metadata-symbol,get_PresetUpgradeTierUnlocked
metadata,13148,metadata-symbol,set_PresetUpgradeTierUnlocked
metadata,13149,metadata-symbol,get_PresetUpgradeDefenseTierUnlocked
metadata,13150,metadata-symbol,set_PresetUpgradeDefenseTierUnlocked
metadata,13151,metadata-symbol,get_PresetUpgradeUtilityTierUnlocked
metadata,13152,metadata-symbol,set_PresetUpgradeUtilityTierUnlocked
metadata,13159,metadata-symbol,get_PresetEnhancementTierUnlocked
metadata,13160,metadata-symbol,set_PresetEnhancementTierUnlocked
metadata,13161,metadata-symbol,get_PresetEnhancementDefenseTierUnlocked
metadata,13162,metadata-symbol,set_PresetEnhancementDefenseTierUnlocked
metadata,13163,metadata-symbol,get_PresetEnhancementUtilityTierUnlocked
metadata,13164,metadata-symbol,set_PresetEnhancementUtilityTierUnlocked
metadata,13200,metadata-symbol,get_MilestonesPremiumUnlocked
metadata,13201,metadata-symbol,set_MilestonesPremiumUnlocked
metadata,13202,metadata-symbol,get_MilestonesRewardClaimed
metadata,13203,metadata-symbol,set_MilestonesRewardClaimed
metadata,13204,metadata-symbol,get_MilestonesRewardPremiumClaimed
metadata,13205,metadata-symbol,set_MilestonesRewardPremiumClaimed
metadata,13240,metadata-symbol,get_ShockwaveSizeLevelSelected
metadata,13241,metadata-symbol,set_ShockwaveSizeLevelSelected
metadata,13270,metadata-symbol,get_TierBeforeTournament
metadata,13271,metadata-symbol,set_TierBeforeTournament
metadata,13290,metadata-symbol,get_TournamentHeatViewed
metadata,13291,metadata-symbol,set_TournamentHeatViewed
metadata,13326,metadata-symbol,get_EnhancementTierUnlocked
metadata,13327,metadata-symbol,set_EnhancementTierUnlocked
metadata,13330,metadata-symbol,get_EnhancementDefenseTierUnlocked
metadata,13331,metadata-symbol,set_EnhancementDefenseTierUnlocked
metadata,13334,metadata-symbol,get_EnhancementUtilityTierUnlocked
metadata,13335,metadata-symbol,set_EnhancementUtilityTierUnlocked
metadata,13352,metadata-symbol,get_DeathwaveDamageRemaining
metadata,13353,metadata-symbol,set_DeathwaveDamageRemaining
metadata,13396,metadata-symbol,get_TempTier
metadata,13397,metadata-symbol,set_TempTier
metadata,13398,metadata-symbol,get_TempWave
metadata,13399,metadata-symbol,set_TempWave
metadata,13543,metadata-symbol,get_Wave20
metadata,13544,metadata-symbol,set_Wave20
metadata,13545,metadata-symbol,get_Wave40
metadata,13546,metadata-symbol,set_Wave40
metadata,13547,metadata-symbol,get_Wave60
metadata,13548,metadata-symbol,set_Wave60
metadata,13549,metadata-symbol,get_Tier2Unlock
metadata,13550,metadata-symbol,set_Tier2Unlock
metadata,13551,metadata-symbol,get_Tier3Unlock
metadata,13552,metadata-symbol,set_Tier3Unlock
metadata,13557,metadata-symbol,get_Wave100PostedTiers
metadata,13558,metadata-symbol,set_Wave100PostedTiers
metadata,13559,metadata-symbol,get_WaveMilestonePostedEvents
metadata,13560,metadata-symbol,set_WaveMilestonePostedEvents
metadata,13563,metadata-symbol,get_CurrentWave
metadata,13564,metadata-symbol,set_CurrentWave
metadata,13579,metadata-symbol,get_TotalEnemiesDestroyedBossThisRound
metadata,13580,metadata-symbol,set_TotalEnemiesDestroyedBossThisRound
metadata,13583,metadata-symbol,get_TotalEnemiesDestroyedElitesThisRound
metadata,13584,metadata-symbol,set_TotalEnemiesDestroyedElitesThisRound
metadata,13599,metadata-symbol,get_CoinsEarnedWaveSkipThisRound
metadata,13600,metadata-symbol,set_CoinsEarnedWaveSkipThisRound
metadata,13643,metadata-symbol,get_WavesSkippedThisRound
metadata,13644,metadata-symbol,set_WavesSkippedThisRound
metadata,13653,metadata-symbol,get_LargestWaveSkipThisRound
metadata,13654,metadata-symbol,set_LargestWaveSkipThisRound
metadata,13655,metadata-symbol,get_MostCoinsFromWaveSkipThisRound
metadata,13656,metadata-symbol,set_MostCoinsFromWaveSkipThisRound
metadata,13657,metadata-symbol,get_MostCellsFromWaveSkipThisRound
metadata,13658,metadata-symbol,set_MostCellsFromWaveSkipThisRound
metadata,13671,metadata-symbol,get_DeathWaveCoinsThisRound
metadata,13672,metadata-symbol,set_DeathWaveCoinsThisRound
metadata,13683,metadata-symbol,get_CashEarnedThisWave
metadata,13684,metadata-symbol,set_CashEarnedThisWave
metadata,13685,metadata-symbol,get_CoinsEarnedThisWave
metadata,13686,metadata-symbol,set_CoinsEarnedThisWave
metadata,13741,metadata-symbol,get_HealthFromDeathWaveMaxed
metadata,13742,metadata-symbol,set_HealthFromDeathWaveMaxed
metadata,13743,metadata-symbol,get_LastWaveResumedFrom
metadata,13744,metadata-symbol,set_LastWaveResumedFrom
metadata,13745,metadata-symbol,get_ResumeRoundBossAlive
metadata,13746,metadata-symbol,set_ResumeRoundBossAlive
metadata,13757,metadata-symbol,get_GemBlockLastClaimedWave
metadata,13758,metadata-symbol,set_GemBlockLastClaimedWave
metadata,13763,metadata-symbol,get_ResumeMiniBossSeed
metadata,13764,metadata-symbol,set_ResumeMiniBossSeed
metadata,13771,metadata-symbol,get_SecondWindAngelWingsTimeoutWave
metadata,13772,metadata-symbol,set_SecondWindAngelWingsTimeoutWave
metadata,13773,metadata-symbol,get_DemonModeLingeringTimeoutWave
metadata,13774,metadata-symbol,set_DemonModeLingeringTimeoutWave
metadata,13775,metadata-symbol,get_NukeSlowTimeoutWave
metadata,13776,metadata-symbol,set_NukeSlowTimeoutWave
metadata,13779,metadata-symbol,get_HighestWaveBool
metadata,13780,metadata-symbol,set_HighestWaveBool
metadata,13797,metadata-symbol,get_NukeWavesUntilRefresh
metadata,13798,metadata-symbol,set_NukeWavesUntilRefresh
metadata,13805,metadata-symbol,get_DemonModeWavesUntilRefresh
metadata,13806,metadata-symbol,set_DemonModeWavesUntilRefresh
metadata,13811,metadata-symbol,get_SecondWindWavesUntilRefresh
metadata,13812,metadata-symbol,set_SecondWindWavesUntilRefresh
metadata,13819,metadata-symbol,get_MissileBarrageWavesUntilRefresh
metadata,13820,metadata-symbol,set_MissileBarrageWavesUntilRefresh
metadata,13823,metadata-symbol,get_TowerMaxHealthFromDeathWave
metadata,13824,metadata-symbol,set_TowerMaxHealthFromDeathWave
metadata,13850,metadata-symbol,get_MagneticHookEliteCounter
metadata,13851,metadata-symbol,set_MagneticHookEliteCounter
metadata,13888,metadata-symbol,get_HighestWavePerTierThisCycle
metadata,13889,metadata-symbol,set_HighestWavePerTierThisCycle
metadata,13979,metadata-symbol,get_DissonanceActive
metadata,13980,metadata-symbol,set_DissonanceActive
metadata,13981,metadata-symbol,get_DissonanceSelected
metadata,13982,metadata-symbol,set_DissonanceSelected
metadata,13985,metadata-symbol,get_DissonanceInfoShownOnce
metadata,13986,metadata-symbol,set_DissonanceInfoShownOnce
metadata,13987,metadata-symbol,get_DissonanceDamageBoost
metadata,13988,metadata-symbol,set_DissonanceDamageBoost
metadata,13989,metadata-symbol,get_DissonanceHealthBoost
metadata,13990,metadata-symbol,set_DissonanceHealthBoost
metadata,13991,metadata-symbol,get_DissonanceCoinBoost
metadata,13992,metadata-symbol,set_DissonanceCoinBoost
metadata,13993,metadata-symbol,get_DissonanceUltDamageBoost
metadata,13994,metadata-symbol,set_DissonanceUltDamageBoost
metadata,14061,metadata-symbol,milestonesPremiumUnlocked
metadata,14062,metadata-symbol,milestonesRewardClaimed
metadata,14063,metadata-symbol,milestonesRewardPremiumClaimed
metadata,14070,metadata-symbol,tierBeforeTournament
metadata,14079,metadata-symbol,tournamentHeatViewed
metadata,14163,metadata-symbol,UpgradeTierUnlocked
metadata,14164,metadata-symbol,UpgradeDefenseTierUnlocked
metadata,14165,metadata-symbol,UpgradeUtilityTierUnlocked
metadata,14166,metadata-symbol,UpgradeAttackTierEverUnlocked
metadata,14167,metadata-symbol,UpgradeDefenseTierEverUnlocked
metadata,14168,metadata-symbol,UpgradeUtilityTierEverUnlocked
metadata,14169,metadata-symbol,HighestWaveThisTier
metadata,14170,metadata-symbol,RoundsStartedThisTier
metadata,14171,metadata-symbol,HighestCoinsEarnedThisTier
metadata,14172,metadata-symbol,HighestCellsEarnedThisTier
metadata,14203,metadata-symbol,IsTestingHeat
metadata,14206,metadata-symbol,DeathWaveVFX
metadata,14213,metadata-symbol,HitThisWave
metadata,14215,metadata-symbol,ELSDecayWavesUntilDecay
metadata,14216,metadata-symbol,ELSDecayWasActiveLastWave
metadata,14217,metadata-symbol,MoreEliteWavesUntilActive
metadata,14218,metadata-symbol,MoreFleetWavesUntilActive
metadata,14220,metadata-symbol,DamageDecayWavesUntilDecay
metadata,14222,metadata-symbol,HealthDecayWavesUntilDecay
metadata,14231,metadata-symbol,HitTextEliteCells
metadata,14235,metadata-symbol,HitTextDeathWave
metadata,14242,metadata-symbol,HitTextBoss
metadata,14245,metadata-symbol,HitTextElites
metadata,14246,metadata-symbol,HitTextFleets
metadata,14289,metadata-symbol,TotalCoinsEarnedFromWaves
metadata,14298,metadata-symbol,TotalWavesCompleted
metadata,14330,metadata-symbol,TotalEnemiesDestroyedBoss
metadata,14336,metadata-symbol,TotalDamageByDeathWave
metadata,14342,metadata-symbol,TotalWavesSkipped
metadata,14394,metadata-symbol,TotalDamageByDeathWaveThisRound
metadata,14397,metadata-symbol,TotalEnemiesTaggedByDeathwaveThisRound
metadata,14403,metadata-symbol,OverheatFirstTimeBool
metadata,14414,metadata-symbol,PresetUpgradeTierUnlocked
metadata,14415,metadata-symbol,PresetUpgradeDefenseTierUnlocked
metadata,14416,metadata-symbol,PresetUpgradeUtilityTierUnlocked
metadata,14420,metadata-symbol,PresetEnhancementTierUnlocked
metadata,14421,metadata-symbol,PresetEnhancementDefenseTierUnlocked
metadata,14422,metadata-symbol,PresetEnhancementUtilityTierUnlocked
metadata,14440,metadata-symbol,MilestonesPremiumUnlocked
metadata,14441,metadata-symbol,MilestonesRewardClaimed
metadata,14442,metadata-symbol,MilestonesRewardPremiumClaimed
metadata,14460,metadata-symbol,ShockwaveSizeLevelSelected
metadata,14473,metadata-symbol,TierBeforeTournament
metadata,14483,metadata-symbol,TournamentHeatViewed
metadata,14501,metadata-symbol,EnhancementTierUnlocked
metadata,14503,metadata-symbol,EnhancementDefenseTierUnlocked
metadata,14505,metadata-symbol,EnhancementUtilityTierUnlocked
metadata,14514,metadata-symbol,DeathwaveDamageRemaining
metadata,14535,metadata-symbol,TempTier
metadata,14536,metadata-symbol,TempWave
metadata,14607,metadata-symbol,Wave20
metadata,14608,metadata-symbol,Wave40
metadata,14609,metadata-symbol,Wave60
metadata,14610,metadata-symbol,Tier2Unlock
metadata,14611,metadata-symbol,Tier3Unlock
metadata,14614,metadata-symbol,Wave100PostedTiers
metadata,14615,metadata-symbol,WaveMilestonePostedEvents
metadata,14617,metadata-symbol,CurrentWave
metadata,14623,metadata-symbol,TotalEnemiesDestroyedBossThisRound
metadata,14625,metadata-symbol,TotalEnemiesDestroyedElitesThisRound
metadata,14633,metadata-symbol,CoinsEarnedWaveSkipThisRound
metadata,14655,metadata-symbol,WavesSkippedThisRound
metadata,14660,metadata-symbol,LargestWaveSkipThisRound
metadata,14661,metadata-symbol,MostCoinsFromWaveSkipThisRound
metadata,14662,metadata-symbol,MostCellsFromWaveSkipThisRound
metadata,14669,metadata-symbol,DeathWaveCoinsThisRound
metadata,14675,metadata-symbol,CashEarnedThisWave
metadata,14676,metadata-symbol,CoinsEarnedThisWave
metadata,14704,metadata-symbol,HealthFromDeathWaveMaxed
metadata,14705,metadata-symbol,LastWaveResumedFrom
metadata,14706,metadata-symbol,ResumeRoundBossAlive
metadata,14712,metadata-symbol,GemBlockLastClaimedWave
metadata,14715,metadata-symbol,ResumeMiniBossSeed
metadata,14719,metadata-symbol,SecondWindAngelWingsTimeoutWave
metadata,14720,metadata-symbol,DemonModeLingeringTimeoutWave
metadata,14721,metadata-symbol,NukeSlowTimeoutWave
metadata,14723,metadata-symbol,HighestWaveBool
metadata,14732,metadata-symbol,NukeWavesUntilRefresh
metadata,14736,metadata-symbol,DemonModeWavesUntilRefresh
metadata,14739,metadata-symbol,SecondWindWavesUntilRefresh
metadata,14743,metadata-symbol,MissileBarrageWavesUntilRefresh
metadata,14745,metadata-symbol,TowerMaxHealthFromDeathWave
metadata,14758,metadata-symbol,MagneticHookEliteCounter
metadata,14777,metadata-symbol,HighestWavePerTierThisCycle
metadata,14821,metadata-symbol,DissonanceActive
metadata,14822,metadata-symbol,DissonanceSelected
metadata,14823,metadata-symbol,DissonanceInfoShownOnce
metadata,14824,metadata-symbol,DissonanceDamageBoost
metadata,14825,metadata-symbol,DissonanceHealthBoost
metadata,14826,metadata-symbol,DissonanceCoinBoost
metadata,14827,metadata-symbol,DissonanceUltDamageBoost
metadata,14949,metadata-symbol,shockwaveSizeLevel
metadata,14950,metadata-symbol,shockwaveFreqLevel
metadata,14958,metadata-symbol,cashWaveLevel
metadata,14960,metadata-symbol,coinWaveLevel
metadata,14974,metadata-symbol,deathWaveQuantity
metadata,14975,metadata-symbol,deathWaveCooldown
metadata,14991,metadata-symbol,deathWavePlus
metadata,15014,metadata-symbol,cardWaveSkip
metadata,15024,metadata-symbol,cardWaveAccelerator
metadata,15200,metadata-symbol,Shockwave
metadata,15363,metadata-symbol,get_AngleCosBoss
metadata,15364,metadata-symbol,set_AngleCosBoss
metadata,15368,metadata-symbol,TrackBoss
metadata,15369,metadata-symbol,BossDied
metadata,15370,metadata-symbol,ResetBossTrack
metadata,15378,metadata-symbol,<AngleCosBoss>k__BackingField
metadata,15380,metadata-symbol,trackBoss
metadata,15381,metadata-symbol,spotlightToTrackBoss
metadata,15384,metadata-symbol,AngleCosBoss
metadata,15405,metadata-symbol,CoinsEarnedWaveSkip
metadata,15410,metadata-symbol,EnemiesTaggedByDeathWave
metadata,15425,metadata-symbol,DeathWaveCoins
metadata,15438,metadata-symbol,EnemiesDestroyedBoss
metadata,15480,metadata-symbol,GetTierValue
metadata,15613,metadata-symbol,spawnInterval
metadata,15614,metadata-symbol,spawnCoroutine
metadata,15671,metadata-symbol,DespawnAnim
metadata,15743,metadata-symbol,IncreasePowerTreeTier
metadata,15789,metadata-symbol,Power_Tree_Tier_2
metadata,15790,metadata-symbol,Power_Tree_Tier_3
metadata,16097,metadata-symbol,get_IsHeatTournament
metadata,16117,metadata-symbol,GetLeagueTier
metadata,16118,metadata-symbol,GetLeagueIDFromTier
metadata,16140,metadata-symbol,reachedWave
metadata,16312,metadata-symbol,IsHeatTournament
metadata,16414,metadata-symbol,includeBosses
metadata,16450,metadata-symbol,rushWaveTimerEffect
metadata,16546,metadata-symbol,_WaveStrengthID
metadata,16725,metadata-symbol,showHeatSlider
metadata,16730,metadata-symbol,Button_HeatPanelOpenInGame
metadata,16733,metadata-symbol,ShowBossSummaryButton
metadata,16734,metadata-symbol,HideBossSummaryButtonTimeout
metadata,16735,metadata-symbol,HideBossSummaryButton
metadata,16736,metadata-symbol,BossSummaryPanelOpen
metadata,16737,metadata-symbol,BossSummaryPanelOpenRefresh
metadata,16738,metadata-symbol,BossSummaryPanelClose
metadata,16783,metadata-symbol,ShowDeathwaveDamageRemaining
metadata,16784,metadata-symbol,HideDeathwaveDamageRemaining
metadata,16785,metadata-symbol,UpdateDeathWaveDamageRemaining
metadata,16786,metadata-symbol,PunchDeathWaveDamageRemainingText
metadata,16840,metadata-symbol,waveInfoPanel
metadata,16847,metadata-symbol,tierNumber
